-0.719647, 3.739091, 8.951547, -1.703721, -0.121215, 0.558832, -6.389917, -0.560150, -37.433106, 0
-0.602638, 3.144071, 8.965968, -2.006392, -0.207753, 0.589887, -6.825560, 1.584226, -37.163625, 0
-0.455044, 2.565583, 8.663132, -2.283694, -0.311202, 0.628347, -7.309330, 3.950064, -36.541239, 0
-0.257894, 1.969136, 8.075248, -2.459147, -0.397660, 0.697325, -7.717661, 6.474100, -35.640445, 0
-0.039721, 1.308764, 7.311187, -2.434657, -0.395957, 0.802145, -7.933452, 9.012123, -34.655560, 0
0.089515, 0.586646, 6.483992, -2.142029, -0.206014, 0.919274, -7.818773, 11.346953, -33.829478, 0
-0.069686, -0.122462, 5.646531, -1.587608, 0.267874, 0.999659, -7.189207, 13.224542, -33.337108, 0
-0.758415, -0.663933, 4.796576, -0.863976, 1.073624, 0.990315, -5.823964, 14.437598, -33.202165, 0
-2.162891, -0.851044, 3.884770, -0.108399, 2.168480, 0.868146, -3.530912, 14.901043, -33.258639, 0
-4.308744, -0.571440, 2.851861, 0.549523, 3.410715, 0.654670, -0.232940, 14.679477, -33.224691, 0
-7.004847, 0.102847, 1.664086, 1.020829, 4.584123, 0.409286, 3.956366, 13.970881, -32.786795, 0
-9.887049, 0.804736, 0.353549, 1.254950, 5.470196, 0.191909, 8.734212, 13.049276, -31.705627, 0
-12.585686, 0.848449, -0.956179, 1.194708, 5.915245, 0.007161, 13.648040, 12.220716, -29.846480, 0
-14.827130, -0.553032, -2.004267, 0.774281, 5.864455, -0.221288, 18.175495, 11.776217, -27.180639, 0
-16.517573, -3.897010, -2.451598, -0.032787, 5.372502, -0.618206, 21.809077, 11.966439, -23.755945, 0
-17.642977, -8.918606, -2.056581, -1.136072, 4.561556, -1.274469, 24.137686, 12.961810, -19.702954, 0
-18.159739, -14.364428, -0.838448, -2.279823, 3.591164, -2.139864, 24.945363, 14.811698, -15.252538, 0
-17.990116, -18.330445, 0.830838, -3.098108, 2.638896, -2.971415, 24.304402, 17.403966, -10.725662, 0
-17.141213, -19.039017, 2.339978, -3.287345, 1.884134, -3.393013, 22.615196, 20.450309, -6.439636, 0
-15.882545, -15.776938, 3.095160, -2.807718, 1.482937, -3.062006, 20.543853, 23.490668, -2.582366, 0
-14.753981, -9.368580, 2.793713, -1.968321, 1.515957, -1.859898, 18.846450, 25.934004, 0.889836, 0
-14.374791, -1.905296, 1.548061, -1.338988, 1.943597, -0.001710, 18.109620, 27.139805, 4.209318, 0
-15.097086, 4.204484, -0.204161, -1.475564, 2.593668, 2.021246, 18.531894, 26.534183, 7.603137, 0
-16.767532, 7.313105, -1.905519, -2.609446, 3.218265, 3.651772, 19.846752, 23.774378, 11.055821, 0
-18.750226, 7.162134, -3.090047, -4.474581, 3.587256, 4.518807, 21.428254, 18.880438, 14.219661, 0
-20.228591, 4.766569, -3.483185, -6.388840, 3.571649, 4.595004, 22.548197, 12.299811, 16.537284, 0
-20.602826, 1.717192, -2.998397, -7.555719, 3.167099, 4.172119, 22.656042, 4.849062, 17.554923, 0
-19.744182, -0.616102, -1.702362, -7.436813, 2.453819, 3.674059, 21.560471, -2.495058, 17.219882, 0
-18.001365, -1.575261, 0.194723, -6.009218, 1.530555, 3.419620, 19.458267, -8.850691, 15.939424, 0
-15.942116, -1.228089, 2.345177, -3.767749, 0.462075, 3.472619, 16.822498, -13.674239, 14.371248, 0
-14.073636, -0.101576, 4.308041, -1.492638, -0.712447, 3.649886, 14.234246, -16.856720, 13.037595, 0
-12.673002, 1.147533, 5.638612, 0.110171, -1.951342, 3.662282, 12.215581, -18.669439, 12.035195, 0
-11.788932, 1.980941, 6.057972, 0.707249, -3.179074, 3.292181, 11.117053, -19.593820, 11.010429, 0
-11.366610, 2.105561, 5.504845, 0.439903, -4.294315, 2.511441, 11.048872, -20.100555, 9.428385, 0
-11.349905, 1.549805, 4.127031, -0.213488, -5.210837, 1.478287, 11.880294, -20.510926, 6.922352, 0
-11.710768, 0.660166, 2.182200, -0.730439, -5.902993, 0.435571, 13.278698, -20.931507, 3.512494, 0
-12.408732, 0.002506, -0.038519, -0.808667, -6.409099, -0.408225, 14.818571, -21.304072, -0.465077, 0
-13.374282, 0.078472, -2.265026, -0.493714, -6.794774, -0.974031, 16.089204, -21.488199, -4.586171, 0
-14.419634, 1.069387, -4.260111, -0.086870, -7.115271, -1.315112, 16.791503, -21.348060, -8.600547, 0
-15.299066, 2.717848, -5.783274, 0.067185, -7.358132, -1.559061, 16.791322, -20.800979, -12.505441, 0
-15.735920, 4.481248, -6.687261, -0.208508, -7.453489, -1.831800, 16.104523, -19.831292, -16.432407, 0
-15.530177, 5.885490, -6.920407, -0.833740, -7.299278, -2.192954, 14.867120, -18.476775, -20.455624, 0
-14.666007, 6.780324, -6.534997, -1.529766, -6.818651, -2.613278, 13.270351, -16.826441, -24.446270, 0
-13.321648, 7.420005, -5.641721, -1.985189, -6.017179, -2.994242, 11.521053, -15.012154, -28.081160, 0
-11.790193, 8.197833, -4.362139, -2.036324, -5.005694, -3.218525, 9.792996, -13.205658, -30.990806, 0
-10.308025, 9.322363, -2.785210, -1.743713, -3.976741, -3.198427, 8.195845, -11.559347, -32.943863, 0
-8.946240, 10.602599, -0.960575, -1.353272, -3.123560, -2.910985, 6.752754, -10.133430, -33.959048, 0
-7.621412, 11.519687, 1.055443, -1.154169, -2.554850, -2.402923, 5.414109, -8.836831, -34.284343, 0
-6.225450, 11.511209, 3.168006, -1.320682, -2.244682, -1.770338, 4.103163, -7.434943, -34.287629, 0
-4.763516, 10.288310, 5.203148, -1.812318, -2.054883, -1.124548, 2.782885, -5.667530, -34.274857, 0
-3.393565, 8.000291, 6.925505, -2.391705, -1.813179, -0.560838, 1.510850, -3.412830, -34.397048, 2
-2.350602, 5.170593, 8.096207, -2.740066, -1.404155, -0.139560, 0.426838, -0.802104, -34.623061, 2
-1.801623, 2.481017, 8.579176, -2.620421, -0.823099, 0.120847, -0.303881, 1.782585, -34.811625, 2
-1.756523, 0.502199, 8.419908, -2.005750, -0.164369, 0.235629, -0.573015, 3.875669, -34.823277, 2
-2.069073, -0.485142, 7.847179, -1.096555, 0.432756, 0.244813, -0.385671, 5.141263, -34.606569, 2
-2.537761, -0.530417, 7.204133, -0.223715, 0.859933, 0.199087, 0.157683, 5.538767, -34.232628, 0
-3.024640, 0.071624, 6.792007, 0.318761, 1.082222, 0.149305, 0.911691, 5.325772, -33.836229, 0
-3.503151, 0.921345, 6.752568, 0.407665, 1.138779, 0.137034, 1.762739, 4.922570, -33.543100, 0
-4.033029, 1.655217, 7.005076, 0.122166, 1.109154, 0.185791, 2.659891, 4.715185, -33.387570, 0
-4.673714, 2.069080, 7.327235, -0.332299, 1.068785, 0.293984, 3.617989, 4.914955, -33.310876, 0
-5.412236, 2.117470, 7.476286, -0.762938, 1.067706, 0.432950, 4.677943, 5.542319, -33.191639, 0
-6.175724, 1.889374, 7.317023, -1.075839, 1.134613, 0.564647, 5.887659, 6.496901, -32.905402, 0
-6.902964, 1.517875, 6.829940, -1.283352, 1.296302, 0.657620, 7.284656, 7.644780, -32.351066, 0
-7.609936, 1.064298, 6.008191, -1.428352, 1.586716, 0.705742, 8.908540, 8.865692, -31.448366, 0
-8.447567, 0.485253, 4.823167, -1.517573, 2.040297, 0.718337, 10.800282, 10.061734, -30.134186, 0
-9.623280, -0.330625, 3.209055, -1.495014, 2.651075, 0.692943, 12.981901, 11.142325, -28.361201, 0
-11.307548, -1.582775, 1.216284, -1.311690, 3.352572, 0.584590, 15.406993, 12.064347, -26.119605, 0
-13.530321, -3.443613, -0.857267, -1.002172, 3.997297, 0.297695, 17.903463, 12.876352, -23.437700, 0
-16.105362, -6.040127, -2.465569, -0.709435, 4.403605, -0.269533, 20.155667, 13.743911, -20.359804, 0
-18.632641, -9.244630, -3.056956, -0.617284, 4.419601, -1.153479, 21.759177, 14.918382, -16.941116, 0
-20.556649, -12.552206, -2.385579, -0.830677, 3.997247, -2.251607, 22.357551, 16.626612, -13.251870, 0
-21.289594, -15.088096, -0.737094, -1.276213, 3.241406, -3.300150, 21.819111, 18.942504, -9.429170, 0
-20.444196, -15.844429, 1.155703, -1.726473, 2.395142, -3.932297, 20.359383, 21.703853, -5.653362, 0
-18.095729, -14.197313, 2.461910, -1.931097, 1.753205, -3.806058, 18.514491, 24.509833, -2.091078, 0
-14.898017, -10.278947, 2.644096, -1.796123, 1.530657, -2.756407, 16.961740, 26.797579, 1.231793, 0
-11.938180, -5.074871, 1.671623, -1.495360, 1.764181, -0.908110, 16.243891, 27.969896, 4.460044, 0
-10.311239, -0.020433, -0.104965, -1.444368, 2.286686, 1.314209, 16.563819, 27.518559, 7.801496, 0
-10.589184, 3.582845, -2.242591, -2.110669, 2.811189, 3.313937, 17.733136, 25.127356, 11.280954, 0
-12.507290, 5.088875, -4.434510, -3.740308, 3.074803, 4.540864, 19.311311, 20.759831, 14.532462, 0
-15.078428, 4.614683, -6.497070, -6.143458, 2.960841, 4.723877, 20.819283, 14.694007, 16.823107, 0
-17.093366, 2.775884, -8.168183, -8.669742, 2.530686, 3.996449, 21.902040, 7.512781, 17.363399, 0
-17.730509, 0.330987, -8.976769, -10.424245, 1.948634, 2.838064, 22.371766, -0.005680, 15.774356, 0
-16.922199, -2.095840, -8.351934, -10.649455, 1.358663, 1.851247, 22.136375, -7.056277, 12.415334, 0
-15.261478, -4.023478, -5.982241, -9.085199, 0.790507, 1.475734, 21.151331, -12.993036, 8.328014, 0
-13.553239, -5.076790, -2.140697, -6.119261, 0.164802, 1.789841, 19.435927, -17.470985, 4.786945, 0
-12.333157, -5.011723, 2.245390, -2.648214, -0.623724, 2.500572, 17.154649, -20.462284, 2.716111, 0
